,cmpdname,isosmiles,target
1638,2-[N-Cyclohexylamino]ethane sulfonic acid,C1CCC(CC1)NCCS(=O)(=O)O,1
1639,N-ethyl-4-[(methylsulfonyl)amino]benzamide,CCNC(=O)C1=CC=C(C=C1)NS(=O)(=O)C,1
1640,unnamed,N=C(Nc1ccccc1)C(F)(F)F,0
1641,unnamed,N=C(N)Nc1ccc(N)cc1,0
1642,unnamed,COC(=O)C=Cc1ccc(Cl)cc1,0
1643,2-Oxobutanoate,CCC(=O)C(=O)[O-],1
1644,unnamed,Oc1ccc(S)cc1CNC1CCCCC1,0
1645,2-Aminomuconate 6-semialdehyde(1-),C(=C\\C=O)\\C=C(/C(=O)[O-])\\N,1
1646,2-Hydroxy-3-methylbut-2-enoic acid,CC(=C(C(=O)O)O)C,1
1647,Pyrazinamide,C1=CN=C(C=N1)C(=O)N,1
1648,aldehydo-N-acetyl-D-glucosamine,CC(=O)N[C@@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O,1
1649,unnamed,CC1CC(C)(C)S(=O)(=O)O1,0
1650,unnamed,CNC(=S)SSSC(=S)NC,0
1651,unnamed,Cc1cc(O)oc(=O)c1,0
1652,unnamed,C=CS(=O)(=O)CCN1CC1,0
1653,"N-[(3R)-1,1-dioxo-2,3-dihydrothiophen-3-yl]-N-(4-fluorophenyl)acetamide",CC(=O)N([C@H]1CS(=O)(=O)C=C1)C2=CC=C(C=C2)F,1
1654,Isotretinoin,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\\C(=O)O)/C)/C,1
1655,N-(4-tert-butylphenyl)-N-[(1R)-2-(2-methoxyethylamino)-2-oxo-1-pyridin-3-ylethyl]propanamide,CCC(=O)N(C1=CC=C(C=C1)C(C)(C)C)[C@H](C2=CN=CC=C2)C(=O)NCCOC,1
1656,unnamed,COc1ccc2oc(=S)[nH]c2c1,0
1657,"[(3R,5R)-5-methylpiperidin-3-yl]methanol",C[C@@H]1C[C@H](CNC1)CO,1
1658,Piperacillin,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,1
1659,Harvoni,C[C@@H](C(=O)OC(C)C)N[P@@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3.CC(C)[C@@H](C(=O)N1CC2(CC2)C[C@H]1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)[C@@H]9[C@H]1CC[C@H](C1)N9C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,1
1660,unnamed,Nc1ncnc2[nH]c(CO)nc12,0
1661,6-Amino-2H-chromen-2-one,C1=CC2=C(C=CC(=O)O2)C=C1N,1
1662,5-Phosphoribosyl-n-formylglycinamide,C([C@@H]1[C@H]([C@H](C(O1)NCC(=O)NC=O)O)O)OP(=O)(O)O,1
1663,Dapansutrile,CS(=O)(=O)CCC#N,1
1664,alpha-D-Galactose 1-phosphate,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)O,1
1665,unnamed,O=C(O)CCCCCCCCC(=O)O,0
1666,"6,8-Dimercapto-octanoic acid amide",C(CCC(=O)N)C[C@H](CCS)S,1
1667,3-Chlorobenzoic acid,C1=CC(=CC(=C1)Cl)C(=O)O,1
1668,unnamed,CC#CCC1CCC(OCC)=CC1=O,0
1669,unnamed,O=C(O)c1cc(O)ccc1O,0
1670,CID 16219160,C[C@]12CCC(=O)C=C1C=C[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(CCC(=O)O)O)C.[K],1
1671,Simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,1
1672,Thalidomide,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,1
1673,Fostamatinib,CC1(C(=O)N(C2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)COP(=O)(O)O)C,1
1674,unnamed,CCCNC(=O)SCc1ccccc1,0
1675,(2~{S})-~{N}-(4-aminocarbonylphenyl)oxolane-2-carboxamide,C1C[C@H](OC1)C(=O)NC2=CC=C(C=C2)C(=O)N,1
1676,dGTP trianion,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)COP(=O)([O-])OP(=O)([O-])OP(=O)(O)[O-])O,1
1677,Glucosyl ether,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)OC2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O,1
1678,"4-(carboxymethyl)-2-((R)-1-(2-(2,5-dichlorobenzamido)acetamido)-3-methylbutyl)-6-oxo-1,3,2-dioxaborinane-4-carboxylic acid",B1(OC(=O)CC(O1)(CC(=O)O)C(=O)O)[C@H](CC(C)C)NC(=O)CNC(=O)C2=C(C=CC(=C2)Cl)Cl,1
1679,Saicar,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N[C@@H](CC(=O)O)C(=O)O,1
1680,myristoyl-CoA,CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,1
1681,"N-(1H-1,3-benzodiazol-2-ylmethyl)furan-2-carboxamide",C1=CC=C2C(=C1)NC(=N2)CNC(=O)C3=CC=CO3,1
1682,"4-[(2R)-2-cyclobutylpyrrolidin-1-yl]-7H-pyrrolo[2,3-d]pyrimidine",C1C[C@@H](N(C1)C2=NC=NC3=C2C=CN3)C4CCC4,1
1683,"[(1R,2S,4R)-4-[[5-[[4-((1R)-7-Chloro-1,2,3,4-tetrahydroisoquinolin-1-yl)-5-methylthien-2-yl]carbonyl]pyrimidin-4-yl]amino]-2-hydroxycyclopentyl]methyl sulfamate",CC1=C(C=C(S1)C(=O)C2=CN=CN=C2N[C@@H]3C[C@@H]([C@H](C3)O)COS(=O)(=O)N)[C@H]4C5=C(CCN4)C=CC(=C5)Cl,1
1684,Sinapultide acetate,CC(C)C[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CCCCN)N.CC(=O)O,1
1685,Hypoxanthine,C1=NC2=C(N1)C(=O)NC=N2,1
1686,Telacebec,CCC1=C(N2C=C(C=CC2=N1)Cl)C(=O)NCC3=CC=C(C=C3)N4CCC(CC4)C5=CC=C(C=C5)OC(F)(F)F,1
1687,unnamed,COc1ccn(CC(C)=O)c(=O)n1,0
1688,unnamed,O=C1N=NC(Cl)c2ccccc21,0
1689,Artecom,C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OC(=O)CCC(=O)O)C.COC1=NC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NC4=CC(=C(C(=C4)CN5CCCC5)O)CN6CCCC6.OP(=O)(O)O.OP(=O)(O)O.OP(=O)(O)O.OP(=O)(O)O,1
1690,unnamed,S=c1nnn(C2CCCN2)[nH]1,0
1691,unnamed,NC(C(=O)O)C1CC(Cl)=NO1,0
1692,unnamed,Oc1ccc(C=Cc2cnccn2)cc1,0
1693,Icosapent ethyl,CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCC(=O)OCC,1
1694,unnamed,[Li]F,0
1695,unnamed,COC(=O)c1ccccc1SSCCN,0
1696,Galactomannan,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)O)O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O)O,1
1697,"2-Methyl-1,3-thiazole-5-carboxylic acid",CC1=NC=C(S1)C(=O)O,1
1698,Doxazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,1
1699,unnamed,CN(C)CCC(=O)C=Cc1ccccc1,0
1700,N-(4-tert-butylphenyl)-N-[(1R)-2-(3-methoxypropylamino)-2-oxo-1-pyridin-3-ylethyl]propanamide,CCC(=O)N(C1=CC=C(C=C1)C(C)(C)C)[C@H](C2=CN=CC=C2)C(=O)NCCCOC,1
1701,2'-Deoxyadenosine 5'-triphosphate,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,1
1702,unnamed,CC(=O)NC(=N)NC#N,0
1703,Paraquat,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,1
1704,unnamed,CNc1ncnc2nc(C)c(C)nc12,0
1705,unnamed,OCCCCn1cnc2c(O)ncnc21,0
1706,Zinc citrate,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Zn+2].[Zn+2].[Zn+2],1
1707,Hydrogen isocitrate,[H+].C(C(C(C(=O)[O-])O)C(=O)[O-])C(=O)[O-],1
1708,unnamed,NN1CCOC1=O,0
1709,unnamed,O=C1CCC2=C1CC1CCCOC1O2,0
1710,unnamed,NC(C(=O)O)C1=CCCC1,0
1711,vitamin B12s,CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)(O)O[C@H](C)CNC(=O)CC[C@@]\\4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\\7/[C@@]([C@@H](C(=N7)/C=C\\8/C([C@@H](C(=N8)/C(=C4\\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co],1
1712,unnamed,COc1ccc(OC)c(C=CNC=O)c1,0
1713,unnamed,Nc1snc2ncccc12,0
1714,unnamed,OC(CBr)C(O)C(O)C(O)CBr,0
1715,unnamed,N#Cc1c(N)sc(N)c1C#N,0
1716,"(6R,7R)-7-[[(2E)-2-ethoxyimino-2-[5-(phosphonoamino)-1,2,4-thiadiazol-3-yl]acetyl]amino]-3-[[4-(1-methylpyridin-1-ium-4-yl)-1,3-thiazol-2-yl]sulfanyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",CCO/N=C(\\C1=NSC(=N1)NP(=O)(O)O)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)SC4=NC(=CS4)C5=CC=[N+](C=C5)C)C(=O)[O-],1
1717,Zanubrutinib,C=CC(=O)N1CCC(CC1)[C@@H]2CCNC3=C(C(=NN23)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=O)N,1
1718,unnamed,CN(C=O)C=Cc1cc(O)ccc1O,0
1719,unnamed,ON=Cc1cc(I)cc(I)c1O,0
1720,unnamed,Sc1snc2c1CCC2,0
1721,unnamed,O=P1(c2ccccc2)CCCCC1,0
1722,Telmisartan,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,1
1723,unnamed,CCCS(=O)(=O)O,0
1724,unnamed,COC1CCC(O)C(CO)O1,0
1725,unnamed,Cc1ncc(CO)c(CO)c1S,0
1726,Sporanox,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,1
1727,unnamed,Cc1nn2c(=O)[nH]cnc2c1Cl,0
1728,unnamed,Oc1cc2[nH]cnc2c(O)n1,0
1729,unnamed,O=C1Nc2ccccc2C12OCCS2,0
1730,unnamed,CCOCC(C)(CO)CC(C)CO,0
1731,"3,5-Dichlorobenzenesulfonamide",C1=C(C=C(C=C1Cl)Cl)S(=O)(=O)N,1
1732,"N-(cyclobutylmethyl)-1,5-dimethyl-1H-pyrazole-4-carboxamide",CC1=C(C=NN1C)C(=O)NCC2CCC2,1
1733,D-glucarate,[C@H]([C@@H]([C@@H](C(=O)[O-])O)O)([C@H](C(=O)[O-])O)O,1
1734,(R)-4'-phosphonatopantothenate(3-),CC(C)(COP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)[O-])O,1
1735,unnamed,Sc1cnnc2ccc(Br)cc12,0
1736,"(2S,4R,5S)-5-(Hydroxymethyl)oxolane-2,4-diol",C1[C@H]([C@@H](O[C@@H]1O)CO)O,1
1737,Ceftriaxone disodium trihydrate,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-].O.O.O.[Na+].[Na+],1
1738,Belnacasan,CCO[C@H]1[C@H](CC(=O)O1)NC(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)(C)C)NC(=O)C3=CC(=C(C=C3)N)Cl,1
1739,unnamed,CCCCCSP(=S)(C(C)C)C(C)C,0
1740,DI(Hydroxyethyl)ether,C(COCCO)O,1
1741,1-Benzhydrylazetidin-3-ol,C1C(CN1C(C2=CC=CC=C2)C3=CC=CC=C3)O,1
1742,Unii-O9H5KY11SV,CC(C)C[C@@H](C(=O)N[C@@H](CC1CCNC1=O)C(O)S(=O)(=O)O)NC(=O)OCC2=CC=CC=C2,1
1743,unnamed,O=C(Nc1ccccn1)NC1CCCCC1,0
1744,unnamed,CC(C)C(F)(C(N)=O)C(=O)O,0
1745,Metformin,CN(C)C(=N)N=C(N)N,1
1746,Disulfiram,CCN(CC)C(=S)SSC(=S)N(CC)CC,1
1747,Artemether and lumefantrine,CCCCN(CCCC)CC(C1=CC(=CC\\2=C1C3=C(/C2=C/C4=CC=C(C=C4)Cl)C=C(C=C3)Cl)Cl)O.C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CCC(O3)(OO4)C)OC)C,1
1748,3-oxodecanoyl-CoA(4-),CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O,1
1749,3-Hydroxypyruvate,C(C(=O)C(=O)[O-])O,1
1750,unnamed,CC1CC(C)(C)N=C(CCCO)O1,0
1751,unnamed,CCCCCCCCCCCCNC(=S)OC,0
1752,unnamed,O=S1(=O)C=C2CCCCC21,0
1753,Sitagliptin,C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,1
1754,unnamed,CC1(C)CCOC(Sc2ccccc2)C1,0
1755,3-Fluoro-4-hydroxybenzoic acid,C1=CC(=C(C=C1C(=O)O)F)O,1
1756,Piperacillin-tazobactam,CCN1CCN(C(=O)C1=O)C(=O)N[C@@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].C[C@@]1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3.[Na+],1
1757,unnamed,COP(=O)(NN=CC(=O)O)OC,0
1758,2-methyl-N-[(1R)-1-(naphthalen-1-yl)ethyl]-5-{[(prop-2-en-1-yl)carbamoyl]amino}benzamide,CC1=C(C=C(C=C1)NC(=O)NCC=C)C(=O)N[C@H](C)C2=CC=CC3=CC=CC=C32,1
1759,unnamed,COC1OC(CO)C(O)C2NCSC12,0
1760,unnamed,O=S1(=O)CCCCO1,0
1761,unnamed,O=C1OCCN(CCO)C12CCCC2,0
1762,"N-(1,5-Dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)methanesulfonamide",CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NS(=O)(=O)C,1
1763,Propagermanium,C(C[Ge](=O)O[Ge](=O)CCC(=O)O)C(=O)O,1
1764,unnamed,COc1cc2c(cc1OC)C(C#N)C2,0
1765,CID 122146,C[C@H](CCC(=O)NCCC[N+](C)(C)CC(CS(=O)(=O)O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,1
1766,unnamed,Oc1nc2ccccc2c(O)c1O,0
1767,unnamed,O=[N+]([O-])c1nc[nH]c1S,0
1768,5-Phosphoribosyl 1-pyrophosphate,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)([O-])OP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-],1
1769,unnamed,CC(C)P(=O)(N(C)C)N(C)C,0
1770,Porphobilinogen(1-),C1=C(C(=C(N1)C[NH3+])CC(=O)[O-])CCC(=O)[O-],1
1771,unnamed,CC1CC(C)S(=O)C(C)S1,0
1772,Remdesivir,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,1
1773,unnamed,CC(=O)OCc1nnn2c1CCC2,0
1774,unnamed,Cc1cc(C)c2c(c1)CC2N,0
1775,Uproleselan,CC[C@H]1C[C@H](C[C@H]([C@@H]1O[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)C)O)O)O)O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O[C@@H](CC4CCCCC4)C(=O)O)NC(=O)C)C(=O)NCCNC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,1
1776,unnamed,Nc1nc(Cl)nc(Cl)n1,0
1777,"N-(1,2,3,10-Tetramethoxy-9-oxo-5,6,7,9-tetrahydrobenzo[a]heptalen-7-yl)acetamide",CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,1
1778,Amantadine,C1C2CC3CC1CC(C2)(C3)N,1
1779,"azane;(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxane-3,4,5-triol",C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O.N,1
1780,unnamed,N#CC1Sc2ccccc2-n2cccc21,0
1781,Acalabrutinib,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,1
1782,(2R)-2-(3-chlorophenyl)-N-(4-methylpyridin-3-yl)propanamide,CC1=C(C=NC=C1)NC(=O)[C@H](C)C2=CC(=CC=C2)Cl,1
1783,(2S)-2-ammonio-5-oxopentanoate,C(C[C@@H](C(=O)[O-])[NH3+])C=O,1
1784,1-{4-[(5-Chlorothiophen-2-yl)methyl]piperazin-1-yl}ethan-1-one,CC(=O)N1CCN(CC1)CC2=CC=C(S2)Cl,1
1785,unnamed,Cc1nc(O)nc(O)c1Cl,0
1786,unnamed,CCC1(C)CC(=O)NC1=O,0
1787,unnamed,CC(O)CCC(=O)c1ccoc1,0
1788,unnamed,O=Nc1ccc(O)c2ncccc12,0
1789,unnamed,O=C1CCCCN1,0
1790,5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-),C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])[O-])O)O)NC=O)C(=O)N,1
1791,CID 154701548,CSC1=NC2=NN=C(C(=O)N2N1)[N+](=O)[O-].O.O.[Na],1
1792,unnamed,O=C1CN2C=CC=CC2=NN1,0
1793,unnamed,CC(=O)NC(C)(C)C,0
1794,unnamed,Oc1ccnc(Nc2cccnc2S)n1,0
1795,Formoterol,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,1
1796,Deferoxamine,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O,1
1797,unnamed,S=C1NN=CNNC=NN1,0
1798,N-Phthaloylglycine,C1=CC=C2C(=C1)C(=O)N(C2=O)CC(=O)O,1
1799,unnamed,CS(=O)CC(=O)c1ccccn1,0
1800,unnamed,CC1(Br)Cc2ccccc2C1=O,0
1801,unnamed,N=C1NCc2c(sc3c2CCCC3)N1,0
1802,unnamed,CC1CN(CCO)CC(C)O1,0
1803,unnamed,O=C(O)CCCCCCCC(=O)O,0
1804,D-Mannose,C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O,1
1805,unnamed,CCOC(=O)C1(C)CC12CCCCC2,0
1806,Antroquinonol,C[C@@H]1[C@H]([C@H](C(=C(C1=O)OC)OC)O)C/C=C(\\C)/CC/C=C(\\C)/CCC=C(C)C,1
1807,L-gamma-glutamyl phosphate(2-),C(CC(=O)OP(=O)([O-])[O-])[C@@H](C(=O)[O-])[NH3+],1
1808,unnamed,O=c1ccc2ccccc2o1,0
1809,unnamed,CCC(C)=C1CC(C)(C)N=C1C,0
1810,Inosinic acid,C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,1
1811,unnamed,Cl.NCCCNCCSSCCCCS(=O)O,0
1812,Oxalacetate,C(C(=O)C(=O)[O-])C(=O)[O-],1
1813,Ritonavir,CC(C)C1=NC(=CS1)CN(C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CC=CC=C2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,1
1814,3-hydroxy-2-methylquinolin-4(1H)-one,CC1=C(C(=O)C2=CC=CC=C2N1)O,1
1815,unnamed,CNP(=O)(NC)NC,0
1816,unnamed,CC(C)CCC(=O)c1ccoc1,0
1817,unnamed,CCOC(=S)SSC(=S)OCC,0
1818,unnamed,CN(C)P1(=O)NCC(C)(C)CO1,0
1819,unnamed,N=C(NN)C(=N)NN,0
1820,Dipyridamole,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,1
1821,unnamed,Clc1cccc2nn3ccnc3n12,0
1822,unnamed,NC(=O)CCCCC1CCSS1,0
1823,unnamed,CC(=O)C=O,0
1824,"[(1S,4R,6S)-4-(cyclopropylsulfonylcarbamoyl)-14-[(2-methylpropan-2-yl)oxycarbonylamino]-2,15-dioxo-3,16-diazatricyclo[14.3.0.04,6]nonadec-7-en-18-yl] 4-fluoro-1,3-dihydroisoindole-2-carboxylate",CC(C)(C)OC(=O)NC1CCCCCC=C[C@@H]2C[C@]2(NC(=O)[C@@H]3CC(CN3C1=O)OC(=O)N4CC5=C(C4)C(=CC=C5)F)C(=O)NS(=O)(=O)C6CC6,1
1825,N-(2-chloropyridin-3-yl)acetamide,CC(=O)NC1=C(N=CC=C1)Cl,1
1826,unnamed,O=C(O)CN1C(=O)CSC1=S,0
1827,unnamed,CCCC(N)S(=O)(=O)O,0
1828,unnamed,O=S1Cc2ccccc2CSS1,0
1829,L-lysinium(1+),C(CC[NH3+])C[C@@H](C(=O)O)N,1
1830,unnamed,CN(C)N1CCOC1=O,0
1831,N-(1H-benzimidazol-2-ylmethyl)-2-methylpropanamide,CC(C)C(=O)NCC1=NC2=CC=CC=C2N1,1
1832,6-O-(alpha-D-Galactopyranosyl)-D-glucopyranose,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O,1
1833,unnamed,C=CCCCCCCCCC(=O)NCC1CC1,0
1834,unnamed,Cc1ccc(-c2cc(=S)ss2)cc1,0
1835,unnamed,CC1=NNB(O)c2sccc21,0
1836,unnamed,CN1C(=O)N(C)C(O)C1O,0
1837,2''-O-acetyl-ADP-D-ribose,CC(=O)O[C@@H]1[C@@H]([C@H](OC1O)COP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)O)O,1
1838,1-Phenyl-3-pyridin-3-ylurea,C1=CC=C(C=C1)NC(=O)NC2=CN=CC=C2,1
1839,unnamed,C=CCNC(=S)Nc1ccc(Cl)cc1,0
1840,unnamed,O=C1CCCCC1CN1CCCCC1,0
1841,unnamed,CNc1ccnc(O)c1NC(C)=O,0
1842,4-Piperidinopiperidine,C1CCN(CC1)C2CCNCC2,1
1843,"N-1,2,3-Benzothiadiazol-6-yl-N'-[2-oxo-2-(1-piperidinyl)ethyl]urea",C1CCN(CC1)C(=O)CNC(=O)NC2=CC3=C(C=C2)N=NS3,1
1844,L-kynureninate,C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)[O-])N)N,1
1845,Ceftriaxone sodium,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-].[Na+].[Na+],1
1846,N-acetyl-beta-neuraminate,CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)[O-])O)O,1
1847,unnamed,C[N+]12CC3C(O)CC1CCC32,0
1848,unnamed,O=Cc1c[nH]c2nccnc12,0
1849,unnamed,N#Cc1cnn2cc[nH]c12,0
1850,"(4-chlorophenyl) (1S)-6-chloro-1-(4-methoxyphenyl)-1,3,4,9-tetrahydropyrido[3,4-b]indole-2-carboxylate",COC1=CC=C(C=C1)[C@H]2C3=C(CCN2C(=O)OC4=CC=C(C=C4)Cl)C5=C(N3)C=CC(=C5)Cl,1
1851,unnamed,N=C(OC1CCCCC1)N1CCOCC1,0
1852,unnamed,CCCCn1[nH]c(=O)ccc1=O,0
1853,unnamed,Clc1ncc(Cl)c(Cl)n1,0
1854,unnamed,O=CNC=Cc1cc(O)ccc1O,0
1855,Sodium pyruvate,CC(=O)C(=O)[O-].[Na+],1
1856,Glatiramer acetate,C[C@@H](C(=O)O)N.CC(=O)O.C1=CC(=CC=C1C[C@@H](C(=O)O)N)O.C(CCN)C[C@@H](C(=O)O)N.C(CC(=O)O)[C@@H](C(=O)O)N,1
1857,unnamed,O=C(NN1CCOC1=O)OCCCl,0
1858,unnamed,N=c1c2ccccc2c2ccccc2n1O,0
1859,unnamed,COc1ccccc1C1C=NNC1,0
1860,unnamed,CCC(C)(C(=O)O)C(=O)O,0
1861,Cholecalciferol,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\\2[C@@]1(CCC/C2=C\\C=C/3\\C[C@H](CCC3=C)O)C,1
1862,4-Hydroxybenzoic acid,C1=CC(=CC=C1C(=O)O)O,1
1863,unnamed,O=C1NC2NC(=O)NC2N1,0
